dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv3,dv1,0.5
dv4,dv1,0.5
dv4,dv2,0.5
dv4,dv2,0.5
dv4,dv2,0.5
dv4,dv2,0.5
dv4,dv2,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv55,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
dv4,dv6,0.5
